Author	n (strains)	publication title	journal	publication URL	strains
Taboada et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MEX/BCN-1_4342/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	MEX/BCN-1_4342/2021
Howard et al CM	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDC-FG-176114/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/CA-CDC-FG-176114/2021
Leyton-Carcaman et al Y	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0022/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0022/2021
Leyton-Carcaman et al Z	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0428/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0428/2021
Leyton-Carcaman et al AA	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0034/2021, complete genome	unknown	unknown	CHL/AR-UFRO-0034/2021
Leyton-Carcaman et al AB	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0157/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0157/2021
Leyton-Carcaman et al AC	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0079/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0079/2021
Leyton-Carcaman et al AD	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0499/2021, complete genome	unknown	unknown	CHL/AR-UFRO-0499/2021
Leyton-Carcaman et al AE	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0380/2021 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0380/2021
Leyton-Carcaman et al AF	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0459/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0459/2021
Leyton-Carcaman et al AG	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0228/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0228/2021
Leyton-Carcaman et al AH	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0494/2021, complete genome	unknown	unknown	CHL/AR-UFRO-0494/2021
Roychoudhury et al Y	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Chile/CL-ML-UW21121448431/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), and membrane glycoprotein (M) genes, complete cds; ORF6 protein (ORF6) and ORF7a protein (ORF7a) genes, partial cds; and ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	Chile/CL-ML-UW21121448431/2021
Leyton-Carcaman et al AI	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0169/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0169/2021
Leyton-Carcaman et al AJ	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0056/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0056/2021
Karolewicz et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MS-MSPHL-0606/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/MS-MSPHL-0606/2021
Howard et al CN	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IN-CDC-LC0426523/2021, complete genome	unknown	unknown	USA/IN-CDC-LC0426523/2021
Githinji et al BE	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/COM/SS3796/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	COM/SS3796/2021
Githinji et al BF	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/COM/SS3802/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	COM/SS3802/2021
Githinji et al BG	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/COM/SS3800/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	COM/SS3800/2021
The Lighthouse Lab in Milton et al B	3	Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1	unknown	unknown	England/MILK-1FBD7ED/2021,England/MILK-133B5BC/2021,England/MILK-31E3FA2/2022
Wynn et al A	3	Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1	unknown	unknown	England/ALDP-15F1C24/2021,England/ALDP-1C32051/2021,England/ALDP-1429529/2021
Ren et al BC	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/21CH0097/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	NZL/21CH0097/2021
? V	2	Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite	unknown	unknown	OW523737,OU661178
Ivanov et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ROU/96/2021, complete genome	unknown	unknown	ROU/96/2021
Ren et al BD	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/21CH0045/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	NZL/21CH0045/2021
? W	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Switzerland/GE-HUG-34994716/2021 genome assembly, chromosome: 1	unknown	unknown	Switzerland/GE-HUG-34994716/2021
? X	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Switzerland/VD-CHUV-GEN7163/2021 genome assembly, chromosome: 1	unknown	unknown	Switzerland/VD-CHUV-GEN7163/2021
To et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-220213-227/2021 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	HongKong/HKU-220213-227/2021
Kurose et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/JPN/HiroC175c/2021, complete genome	unknown	unknown	JPN/HiroC175c/2021
Haga et al A	1	Severe acute respiratory syndrome coronavirus 2 KKH103 genomic RNA, complete sequence	unknown	unknown	LC669478
Nagaoka et al B	1	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-214157/2021 RNA, complete genome	unknown	unknown	Japan/SZ-NIG-214157/2021
Nagaoka et al C	1	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212005/2021 RNA, complete genome	unknown	unknown	Japan/SZ-NIG-Y212005/2021
Levasseur et al N	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/FRA/IHUCOVID-041895_Nova1/2021, complete genome	unknown	unknown	FRA/IHUCOVID-041895_Nova1/2021
Hatem et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A064/2021, complete genome	unknown	unknown	EGY/CCHE57357_W4_A064/2021
? Y	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Liechtenstein/FL-Risch-21B2415216/2021 genome assembly, chromosome: 1	unknown	unknown	Liechtenstein/FL-Risch-21B2415216/2021
Feasey et al M	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW001011/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; and ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	MWI/MLW001011/2021
Viana et al AE	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-AA99/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	SouthAfrica/NHLS-UCT-GS-AA99/2021
? Z	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Lesotho/UHB-MI-SEB-00851/2021 genome assembly, chromosome: 1	unknown	unknown	Lesotho/UHB-MI-SEB-00851/2021
? AA	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Lesotho/UHB-MI-SEB-00865/2021 genome assembly, chromosome: 1	unknown	unknown	Lesotho/UHB-MI-SEB-00865/2021
Githinji et al BH	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C105699/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/C105699/2021
Githinji et al BI	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C102144/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, complete cds; ORF3a gene, complete sequence; envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/C102144/2021
Grimaldo et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OKPHLCOV0000341/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/OKPHLCOV0000341/2021
Howard et al CO	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TN-CDC-ASC210134908/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/TN-CDC-ASC210134908/2021
Howard et al CP	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-CDC-STM-000727515/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/MI-CDC-STM-000727515/2021
Howard et al CQ	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ME-CDC-ASC210462611/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/ME-CDC-ASC210462611/2021
Howard et al CR	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-CDC-LC0367983/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/ID-CDC-LC0367983/2021
Howard et al CS	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/HI-CDC-LC0172783/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/HI-CDC-LC0172783/2021
Sheth et al W	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AS-CDC-2-5343430/2021, complete genome	unknown	unknown	USA/AS-CDC-2-5343430/2021
Sheth et al X	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AS-CDC-2-5343518/2021, complete genome	unknown	unknown	USA/AS-CDC-2-5343518/2021
Sheth et al Y	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PLW/PW-CDC-2-5064293/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PLW/PW-CDC-2-5064293/2021
Lemieux et al T	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VT-CDCBI-CRSP_GMIPMN6HH2FDOK6D/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/VT-CDCBI-CRSP_GMIPMN6HH2FDOK6D/2021
Howard et al CT	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DE-CDC-LC0176945/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/DE-CDC-LC0176945/2021
Tsao et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-91/2021, complete genome	unknown	unknown	TWN/CGMH-CGU-91/2021
Howard et al CU	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DE-CDC-LC0132438/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/DE-CDC-LC0132438/2021
